_id,LibraryName,ID,Question,Answer,Category,Keyword,RelatedQ,adjusted_Category
5f714dea3cd0e4279c275e01,國立台灣大學圖書館,11,畢業論文的字體大小和版面間距，一定要按格式規範的尺寸嗎？,格式規範為學校制定的原則，您可依字數比例自行調整排版。封面請調整為只有一頁。詳細說明請見臺大學位論文格式規範、論文繳交及離校手續網頁。,論文繳交與畢業離校,"[""格式規範"",""格式"",""論文繳交"",""論文"",""畢業"",""畢業論文"",""學位論文"",""碩士"",""博士"",""封面"",""字體""]","[""碩博士生畢業離校繳交及上傳論文的程序為何?""]",論文繳交與畢業離校
5f714dea3cd0e4279c275e02,國立台灣大學圖書館,12,畢業論文多少頁以下才可以單面印刷？,論文以雙面印刷為原則，但頁數為80頁以下得以單面印刷（彩色圖片亦可單面印刷）。詳細說明請見臺大學位論文格式規範、論文繳交及離校手續網頁。,論文繳交與畢業離校,"[""論文"",""碩士論文"",""博士論文"",""學位論文"",""列印"",""印製"",""印刷"",""格式"",""頁數"",""畢業""]","["" 畢業論文封面和內文格式的相關規定?"","" 畢業論文的字體大小和版面間距，一定要按格式規範的尺寸嗎?""]",論文繳交與畢業離校
5f714dea3cd0e4279c275e03,國立台灣大學圖書館,13,我想查的台大博碩士論文沒有電子全文怎麼辦？,建議您於圖書館SLIM雲端圖書館自動化系統查詢確認此篇論文的紙本館藏情形： 1. 若館藏地為「自動化書庫服務中心」，使用方式與開放時間請先參閱自動化書庫館藏使用須知網頁： (1) 若為「自動化書庫-特殊館藏」者，館藏政策為「不可外借」，本校教職員生可線上預約，但僅限於中心內使用； (2) 若為「自動化書庫-一般館藏」者，館藏政策為「可借閱」，本校教職員生可線上預約，亦可選擇於其他館取書； (3) 校外讀者請親至自動化書庫服務中心臨櫃申請，並請於中心內使用。 2. 若館藏地為社科圖、醫圖或其他系所單位，請依SLIM館藏紀錄為準。 3. 若僅查有書目資料卻無館藏狀態資訊，表示作者申請論文延後公開，請留意書目資料附註欄位之公開上架日期。 4. 若已確認作者是本校畢業生，但在SLIM雲端圖書館自動化系統卻查不到紙本論文書目及館藏資訊，表示作者申請論文延後公開及不公開書目資料。,館藏資料位置,"[""論文"",""博碩士論文"",""博士論文"",""碩士論文""]","["" 請問博碩士論文在哪裡?"","" 查詢國內外博碩士論文資料應使用那些資料庫?"","" 我已繳交畢業論文的紙本到圖書館，但網站上還查不到我的論文，請問何時會上架並查得相關資訊?"","" 如因申請專利、機密等依法事由，如何申請紙本論文延後公開?"","" 我在電子論文系統已設定延後公開，為何紙本論文已上架?""]",館藏資料位置
5f714dea3cd0e4279c275e04,國立台灣大學圖書館,14,畢業論文封面和內文格式的相關規定？,論文封面和格式規範請參考「臺大學位論文格式規範」。 封面出版年月：指論文完成的時間，所以出版年月同口試月份或晚於口試月份皆可。 封面請勿加入頁碼！,論文繳交與畢業離校,"[""格式規範"",""格式"",""封面"",""論文繳交"",""論文"",""畢業"",""畢業論文"",""學位論文"",""碩士"",""博士"",""上傳"",""排版""]","["" 我已繳交畢業論文的紙本到圖書館，但網站上還查不到我的論文，請問何時會上架並查得相關資訊?""]",論文繳交與畢業離校
5f714dea3cd0e4279c275e05,國立台灣大學圖書館,15,請問博碩士論文在哪裡？,1. 本校博碩士論文： (1) 紙本論文：圖書館收藏本校畢業生之博碩士論文，典藏於自動化書庫服務中心及各院系所圖書室。請先用SLIM雲端圖書館自動化系統查詢，以確定其館藏地、館藏狀態、借閱政策、索書號等資訊。歡迎參閱--我想查的台大博碩士論文沒有電子全文怎麼辦？ (2) 電子論文：本校自2004年開始典藏數位化論文，可利用SLIM雲端圖書館自動化系統以及華藝線上圖書館檢索及瀏覽資料。若著者授權可公開之論文全文，提供本校師生下載、列印等服務。 2. 全國各校博碩士論文： 政治大學社會科學資料中心蒐藏民國84年之前各校的論文較完整；國家圖書館則收錄民國73年以後的部份較完整。 由於本館亦會透過購買或交換贈送的方式取得其他學校的博碩士論文，所以在前往上述兩館前，可先查詢台大圖書館的SLIM系統。 若不方便親自前往政大或國圖，可利用館際合作方式向畢業生所屬學校圖書館申請文獻複印或圖書互借。 除紙本論文外，國家圖書館收錄民國45學年度起國內各大專院校之博碩士論文資料，87學年度後已獲作者授權之論文亦提供電子全文，可在臺灣博碩士論文知識加值系統檢索，部份有授權的論文可下載，免費註冊會員帳號即可下載全文檔案。   ※ 相關資訊請參考「學位論文資料哪裏找呢？」一文。,館藏資料位置,"[""論文"",""博碩士論文"",""博士論文"",""碩士論文"",""學位論文"",""臺灣博碩士論文知識加值系統"",""華藝線上圖書館""]","["" 我想查的台大博碩士論文沒有電子全文怎麼辦?"","" 圖書館有收錄台大早期的學士畢業論文嗎?"","" 自動化書庫在哪裡?""]",館藏資料位置
5f714dea3cd0e4279c275e06,國立台灣大學圖書館,16,總圖書館的公共電話在哪裡？（投幣式、IC卡式）,總圖書館1樓、2樓、3樓、4樓後方左側的樓梯間皆備有公用電話，B1的公共電話位於影印中心附近，詳細位置請見本館網頁的樓層配置平面圖。1樓與B1為投幣式及IC卡式兩用電話機，其餘樓層為IC卡式電話機。（註：本館未代售IC電話卡）,場地設備及網路,"[""電話"",""公用電話"",""公共電話""]",[],場地設備及網路
5f714dea3cd0e4279c275e07,國立台灣大學圖書館,17,常見的館藏地/館藏狀態資訊 (SLIM雲端圖書館自動化系統),「借閱政策」係依據讀者身份類型區分(教師/學生/職員)，登入後始能取得完整的借閱資訊，若您無法登入則不能外借(登入說明)。因此，建議您登入帳號後，搭配「狀態」及「館藏地」資訊判讀便能了解如何獲取該筆館藏物件。一、狀態 (Status)在架上 (Item in place)：可至書架取閱。到期 yyyy/mm/dd (On loan until)：該書已經外借，到期日是 yyyy/mm/dd，例如：2018/10/23，表示到期日是2018年10月23日，您可以線上預約。若系統上顯示「1預約」，代表此書已有一位讀者預約，依此類推。在預約架直到yyyy/mm/dd (On hold shelf until)：表示該書已有讀者預約，而且已經傳送到讀者指定的預約書取書地點等待取書。如有借閱此書需求，您可以線上預約。若系統上顯示「1預約」，代表此書已有一位讀者預約，依此類推。傳遞中 (In transit)：若圖書不是在原屬館還書，或者下一位預約者的取書地點在外館，該書的狀態將改為傳遞中，等待送到下一個圖書館/分館/系圖。重新上架中 (awaiting reshelving)：讀者還書後48小時之內，館藏目錄均會顯示重新上架中，以總圖書館為例，它可能在圖書館的流通櫃台、二或四樓的「待上架區」，也可能已經上架，您可以在這些地方找找看，或尋求館員的協助。訂購中 (On order)：圖書正在採購中，尚未入館。編目中 (In process of catalog)：圖書正在編目處理，尚未送到閱覽區。新書展示：部份分館會將新進圖書置於新書展示架上，暫時無法外借，讀者可先預約，待下架後就可外借了。交辦公室處理 (Handled by office)：圖書資料可能因破損待修補、送裝訂，或是書目資料需要補正等，暫時送交辦公室處理中。尋書中：圖書暫時找不到，正由館員進行尋書作業中。二、借閱政策 (Loan Policy)因登入帳號的身分，而有顯示差異，建議登入後搭配「狀態」及「館藏地」資訊判讀。可借閱 (Loanable)：讀者可以外借或閱覽此書不可外借 (Not Loanable)：若是期刊、教師課程指定參考書、特藏資料或參考工具書（辭典、百科全書...等），讀者無法外借，只能於圖書館內閱覽。借期X天 (X Days Loan)：登入後才會顯示的資訊，依據讀者身份類型而定。限館內閱覽 (Library Use Only)：登入後才會顯示的資訊，常見於「公播版」視聽資料，讀者(如:學生/職員)至總圖多媒體服務中心櫃台辦理借閱手續後，於中心內使用。三、其他：計畫用書長期借閱 (Project Use)：教師因研究計畫需要長期借出，不提供預約，待教師歸還才能借閱。不提供閱覽 (Not for Public Use)：各單位因公務上需求而請購的書籍，因此為各單位內部使用之公務用書，並未對外開放瀏覽或借閱。  延伸閱讀：SLIM雲端圖書館自動化系統使用教學懶人包,如何使用館藏目錄,"[""館藏目錄"",""館藏狀態"",""上架中"",""編目中"",""公務用書"",""尋書中"",""可流通"",""傳遞中"",""取書館預約架"",""SLIM"",""到期"",""訂購中"",""採購""]","["" 請問書籍狀態是「交辦公室處理」是什麼意思?"",""何時可以借閱?"","" 公務用書是什麼?"",""可以借出嗎?"","" 有些資料的館藏地是「總圖1F借書櫃台」?"","" 館藏目錄顯示書籍在臺文所，如何借閱?"","" 在本館SLIM系統查到的圖書，為何書架上找不到?"","" 期刊可以外借嗎?"","" 在SLIM查到的期刊，為何架上找不到?"","" 請問期刊在那裡?"","" 請問博碩士論文在哪裡?"","" SLIM系統上有些資料的索書號前有特殊符號，其代表之意義為何?"","" 如果在圖書館館藏目錄查到館藏為計畫用書或是教師指定參考書，是否可以推薦採購複本?"","" 老師要修課同學閱讀的書籍或影片，如何設定為課程指定教材(課程指參)呢?"","" 借書之冊數及期限為何?"","" 何種資料不接受預約?"","" 為什麼圖書館不接受我的預約?"","" 在架上的圖書，可以預約嗎?"","" 多媒體服務中心的館藏可否外借?"","" 多媒體中心的視聽資料一次可以借幾片?"",""借期多長?"",""可以續借嗎?"","" 總圖的密集書庫在哪裡?"","" 自動化書庫在哪裡?""]",如何使用館藏目錄
5f714dea3cd0e4279c275e08,國立台灣大學圖書館,18,如何自行於線上續借？,由圖書館首頁進入查詢個人借閱紀錄，登入帳號密碼後即可線上續借，操作步驟請詳見此說明。,借閱規則及服務,"[""續借"",""館藏目錄"",""個人借閱紀錄""]","["" 外借的書可以續借幾次?"","" 如果該書已逾期，是否可以再續借?"","" 多媒體中心的視聽資料一次可以借幾片?"",""借期多長?"",""可以續借嗎?""]",借閱規則及服務
5f714dea3cd0e4279c275e09,國立台灣大學圖書館,19,Airiti 華藝線上圖書館透過校外連線VPN無法下載文獻，怎麼辦？,1. 請先確認畫面右上方是否有出現「國立臺灣大學，您好！」字樣2. 若未出現，廠商表示此可能為偶發性連線不穩所致，建議清除瀏覽器歷程資料/cookies，再重新開啟網頁，即可正常閱讀下載。以下提供瀏覽器之清除瀏覽資料/cookies方式：Google ChromeIEFirefoxSafari,如何使用資料庫,"[""華藝"",""華藝線上圖書館"",""資料庫"",""校外連線"",""VPN"",""Airiti"",""下載"",""全文"",""cookies""]","["" 如何得知 VPN 校外連線是否成功?"","" VPN 已連線成功，仍無法使用某電子資源?"","" 已經VPN校外連線了，為何還是無法使用圖書館的電子資源呢?""]",如何使用資料庫
5f714dea3cd0e4279c275e0a,國立台灣大學圖書館,20,Airiti 華藝線上圖書館的登入問題,本校有購買華藝線上圖書館的「CEPS中文電子期刊、CETD中文碩博士論文資料庫」，因此在臺大IP範圍內下載此兩資料庫的全文時，不需申請任何帳號密碼、不須購買點數，可以直接免費下載。 若於校外使用，需設定校外連線VPN，連線後請確認右上方是否出現歡迎詞「國立臺灣大學，您好！」字樣，若出現歡迎詞表示在IP範圍內；若出現IP位址，請先確認是否為本校IP。,如何使用資料庫,"[""華藝"",""華藝線上圖書館"",""資料庫"",""校外連線"",""VPN"",""Airiti"",""註冊"",""帳號"",""密碼"",""帳密"",""會員"",""點數"",""下載""]","[""為什麼我在校外不能從資料庫下載全文?"",""不能看電子書?"",""如何設定校外連線 VPN?"",""如何得知 VPN 校外連線是否成功?"",""已經VPN校外連線了，為何還是無法使用圖書館的電子資源呢?""]",如何使用資料庫
5f714dea3cd0e4279c275e0b,國立台灣大學圖書館,21,查詢新聞報紙應使用那些資料庫？,請您由圖書館首頁 → 研究資源 → 點選「資料庫」，於左側的「資料類型」選擇「報紙」即可列出本館目前可查詢報紙資源之資料庫清單。各資料庫收錄的報刊內容與年代、本校訂購的範圍，請依本館資料庫系統網頁為準。以下簡介：【臺灣地區】1. 聯合知識庫：聯合報系八種報紙(聯合報、經濟日報、民生報、聯合晚報、星報、Upaper、美洲世界日報、歐洲日報)之線上全文。除民生報以外，其餘均自創刊迄今完整收錄。2. 臺灣新聞智慧網：收錄國內12種主要報紙之索引摘要，線上全文部份本館僅購買聯合報、聯合晚報、經濟日報、中國時報、中央日報，詳細收錄年份請見資料庫網頁說明，其餘報紙僅能閱讀標題及摘要。3. 其他：收錄中時報系（中國時報、工商時報、中時晚報）的 知識贏家、收錄「自由時報」之線上全文的 自由新聞網、收錄國民政府於中國大陸時期的官方媒體「中央日報」的 中央日報全文影像資料庫。  【歐美地區報紙】1. EBSCO Newspaper Source：收錄全球超過500種媒體之新聞資料，含35種美國&國際性報紙及375種美國區域性報紙。  【亞洲地區報紙】1.中國重要報紙全文數據庫：收錄 2000 年迄今中國大陸地區中央及各級地方出版約 1000 種綜合類、專業類報紙，但本館僅可使用政軍法、經濟與管理兩個專輯中 2000-2009 年的全文，其餘專輯、年份僅可閱讀索引摘要。非逐篇收錄，僅選錄部份新聞。【補充】免費的網路資源「ABBAO (AB報) 」，收錄中國大陸自中央到地方近千種報紙的全版彩色影像掃描，網站本身僅能按報刊、日期瀏覽內文，但無法以關鍵字查詢文章，剛好可與「中國重要報紙全文數據庫」互補。當您在「中國重要報紙全文數據庫」查到某些報導，欲進一步閱讀全文時，可按報刊名、日期、版號等資訊，進一步至「ABBAO」中查看有無線上全文。2.讀賣新聞歷史館：收錄日本第一大報讀賣新聞自1874年創刊迄今的完整內容。※ 線上1人版  ※ 詳細說明請參考本館參考服務部落格 » 可善加利用的臺大圖書館所蒐藏之報紙新聞資源,如何使用資料庫,"[""報紙"",""新聞資源"",""新聞"",""讀賣"",""台灣新聞智慧網"",""臺灣新聞智慧網"",""自由時報"",""中國時報"",""工商時報"",""知識贏家"",""聯合報"",""聯合知識庫"",""中央日報"",""Factiva"",""newspaper"",""wall street journal"",""new york times"",""the economists""]",[],如何使用資料庫
