_id,Question,Category
5f714dea3cd0e4279c275e2a,如何得知圖書館多媒體中心的熱門影片、新進影音？,1
5f714dea3cd0e4279c275e2b,校內期刊代印取件方式為何？,0
5f714dea3cd0e4279c275e2c,如何得知校內圖書代借的申請件是否已到取書館？,11
5f714dea3cd0e4279c275e2d,接獲校內圖書代借申請件到館通知後，有無取書期限？,0
5f714dea3cd0e4279c275e2e,校內圖書代借服務程序為何？,0
5f714dea3cd0e4279c275e2f,校內期刊代印服務申請資格？,0
5f714dea3cd0e4279c275e30,校內期刊代印服務程序為何？,0
5f714dea3cd0e4279c275e31,期刊代印服務範圍為何？,0
5f714dea3cd0e4279c275e32,如何查詢校內圖書代借服務、期刊代印服務的基金餘額及交易歷史？,0
5f714dea3cd0e4279c275e33,想查詢特定主題、資料類型，該使用哪些資料庫？,6
5f714dea3cd0e4279c275e34,「編目中」的書何時才會上架？,5
5f714dea3cd0e4279c275e35,標註「保留六個月/一年」的雜誌，超過保留期限後的處理方式？,1
5f714dea3cd0e4279c275e36,圖書館有蒐藏碩士班入學考試、轉學考試的考古題嗎？,1
5f714dea3cd0e4279c275e37,圖書館有蒐藏博士班、EMBA、在職專班考題嗎？,1
5f714dea3cd0e4279c275e38,如何租借長期寄物櫃？,4
5f714dea3cd0e4279c275e39,我的東西不見了，請問圖書館有撿到嗎？失物招領應該去哪裡找？,9
5f714dea3cd0e4279c275e3a,台大有購買 Oxford Scholarship Online 電子書嗎？,12
5f714dea3cd0e4279c275e3b,請問中文/英文/外文小說在哪裡？,1
5f714dea3cd0e4279c275e3c,手動安裝程式──VPN出現錯誤訊息「nc.windows.app.23712」的處理方式,7
5f714dea3cd0e4279c275e3d,已經VPN校外連線了，為何還是無法使用圖書館的電子資源呢？──直接瀏覽器連網頁,7
5f714dea3cd0e4279c275e3e,校外連線時，未成功安裝 Pulse secure 程式？,7
5f714dea3cd0e4279c275e3f,校外連線VPN的驅動程式Pulse Secure安裝失敗，怎麼辦？,7
5f714dea3cd0e4279c275e40,使用校外連線前，移除所有Juniper Networks軟體， 但安裝Pulse Security到一半就出現'安裝失敗請洽管理員'，改用管理員身分執行也無法執行完畢。,7
5f714dea3cd0e4279c275e41,緩衝期是什麼意思?,0
5f714dea3cd0e4279c275e42,多媒體服務中心的館藏可否外借？,0
5f714dea3cd0e4279c275e43,讀者可否自行攜帶影片來總圖書館多媒體服務中心內觀看？,0
5f714dea3cd0e4279c275e44,同學們想一起看影片，圖書館有這樣的地方嗎？,4
5f714dea3cd0e4279c275e45,本校社團或行政單位若有影展等活動需求，可否外借公播版影片於活動中播放？,0
5f714dea3cd0e4279c275e46,MEDLINE資料庫裡的文獻，都屬於SCI的文章嗎？,13
5f714dea3cd0e4279c275e47,如何下載香港大學出版社(Hong Kong University Press)的電子書,12
5f714dea3cd0e4279c275e48,如何閱讀及下載EBSCOhost eBook Collection的電子書？,12
5f714dea3cd0e4279c275e49,期刊有哪些可作學術評鑑參考的指標？,13
5f714dea3cd0e4279c275e4a,來自JCR、ESI、和SCOPUS的種種期刊評鑑指標，是否可作為期刊排名的依據呢？,14
5f714dea3cd0e4279c275e4b,如何查詢某期刊是否為SCIE、SSCI、A&HCI、EI、TSSCI、或THCI的期刊？,13
5f714dea3cd0e4279c275e4c,某期刊曾收錄於SCIE、SSCI(或某資料庫)，但現已被剔除，如何認定？,13
5f714dea3cd0e4279c275e4d,若非期刊，文章有可作學術評鑑參考的指標嗎？,13
5f714dea3cd0e4279c275e4e,總圖書館地下一樓(B1)的影印中心，聯絡電話為何？,4
5f714dea3cd0e4279c275e4f,經圖書館決定採購的推薦圖書，為何過了一段時間之後，仍未看到入藏？,15
5f714dea3cd0e4279c275e50,所有推薦都可提供優先預約服務嗎？,16
5f714dea3cd0e4279c275e51,為什麼轉介系所評估的推薦圖書件，常需耗費較多時間才能得知是否採購？,16
5f714dea3cd0e4279c275e52,薦購資料處理狀態說明,15
5f714dea3cd0e4279c275e53,先前已至系統推薦過，但因某些緣故遭圖書館退件資料（如：前次推薦之際，尚未正式出版），為何無法再次於系統中推薦？,15
5f714dea3cd0e4279c275e54,圖書推薦系統是否受理視聽資料的推薦？,15
5f714dea3cd0e4279c275e55,如何取消館際合作NDDS或JADE的申請件？,8
5f714dea3cd0e4279c275e56,透過館際合作NDDS或JADE取得的文件或圖書，可以報帳嗎？,8
5f714dea3cd0e4279c275e57,是否與中國大陸的圖書館有館際合作互惠？,8
5f714dea3cd0e4279c275e58,當查詢電子資源時，出現「IP 163.28.16.4：不被允許登入！」的錯誤訊息該怎麼辦？,6
5f714dea3cd0e4279c275e59,我在臺大是第一次申請NDDS全國文獻傳遞服務系統，但系統顯示 ID (身份證號重覆) 無法註冊成功？,8
5f714dea3cd0e4279c275e5a,查詢法文資源可使用哪些資料庫？,6
5f714dea3cd0e4279c275e5b,查詢德文資源可使用哪些資料庫？,6
5f714dea3cd0e4279c275e5c,查詢日文資源應使用那些資料庫？,6
5f714dea3cd0e4279c275e5d,我用索引或摘要查得的期刊名稱常為縮寫，請問要如何查得其全名？,5
5f714dea3cd0e4279c275e5e,向圖書館外借的館藏遺失了，該如何處理？,0
5f714dea3cd0e4279c275e5f,圖書館網站名稱前面的Logo有什麼特殊意義？,9
5f714dea3cd0e4279c275e60,何種資料不接受預約？,0
5f714dea3cd0e4279c275e61,休學生可以借書嗎？可以使用圖書館哪些資源與服務？,0
5f714dea3cd0e4279c275e62,在總圖書館1F借書櫃台借的附件光碟，可以在館內何處的電腦使用？,4
5f714dea3cd0e4279c275e63,我是校總區的學生，如果想借的書在醫圖，一定要本人親自前往醫學校區借嗎？,0
5f714dea3cd0e4279c275e64,圖書代借服務之圖書借閱期限？,0
5f714dea3cd0e4279c275e65,申請校內圖書代借服務之冊數限制？,0
5f714dea3cd0e4279c275e66,校內圖書代借服務申請資格？,0
5f714dea3cd0e4279c275e67,校內圖書代借服務是否要收費？,0
5f714dea3cd0e4279c275e68,校內圖書代借服務範圍為何？,0
5f714dea3cd0e4279c275e69,在SLIM查到的期刊，為何架上找不到？,1
5f714dea3cd0e4279c275e6a,在本館SLIM系統查到的圖書，為何書架上找不到？,1
5f714dea3cd0e4279c275e6b,我所預約的書在什麼情況下，會被取消預約？,0
5f714dea3cd0e4279c275e6c,無借書權利的校友或校外人士，如何使用總圖1F借書櫃台的光碟附件資料？,0
5f714dea3cd0e4279c275e6d,有些資料的館藏地是「總圖1F借書櫃台」？,1
5f714dea3cd0e4279c275e6e,iThenticate著作原創性檢查服務：請問本校有買防止論文抄襲剽竊、文稿原創性比對的軟體嗎？,17
5f714dea3cd0e4279c275e6f,校外人士如何向本館申請館際合作服務？,8
5f714dea3cd0e4279c275e70,請問期刊在那裡？,1
5f714dea3cd0e4279c275e71,館藏目錄顯示書籍在臺文所，如何借閱？,1
5f714dea3cd0e4279c275e72,如何在圖書館影印(copy)或列印(print)資料呢？怎麼計費？,4
5f714dea3cd0e4279c275e73,訪問學者如何使用校外連線VPN？,7
5f714dea3cd0e4279c275e74,碩博士生畢業離校繳交及上傳論文的程序為何？,3
5f714dea3cd0e4279c275e75,有沒有館員或師長推薦閱讀的書單呢？,1
5f714dea3cd0e4279c275e76,有沒有館員或師長推薦閱讀的書單呢？,1
5f714dea3cd0e4279c275e77,有沒有館員或師長推薦閱讀的書單呢？,1
5f714dea3cd0e4279c275e78,多媒體中心的視聽資料一次可以借幾片？借期多長？可以續借嗎？,0
5f714dea3cd0e4279c275e79,論文的口試委員審定書一定要系主任或所長簽章？,3
5f714dea3cd0e4279c275e7a,畢業論文的電子檔案上傳前要做什麼步驟？,3
5f714dea3cd0e4279c275e7b,電子論文檔案需附上口試委員審定書嗎？,3
5f714dea3cd0e4279c275e7c,紙本論文封面要加浮水印及DOI嗎？,3
5f714dea3cd0e4279c275e7d,紙本論文中的口試委員審定書，一定要正本？,3
5f714dea3cd0e4279c275e7e,圖書館是否有規範畢業論文的精裝、平裝、顏色？,3
5f714dea3cd0e4279c275e7f,碩博士生畢業的紙本論文繳交截止日？,3
5f714dea3cd0e4279c275e80,圖書館在審核畢業論文的格式時，是看哪些部分？會看APA之類引文格式的錯誤嗎？,3
5f714dea3cd0e4279c275e81,畢業學生拿到畢業證書後，在辦理校友證的等待期間，是否還能憑學生證入館（含B1自習室）？,18
5f714dea3cd0e4279c275e82,電子書可以設定成課程指參嗎？,0
5f714dea3cd0e4279c275e83,請問怎麼跟館員約課，學習EndNote或各種資料庫的使用？,9
5f714dea3cd0e4279c275e84,圖書館有蒐藏國家考試試題嗎？,1
5f714dea3cd0e4279c275e85,我的Open Athens帳號密碼是什麼？,7
5f714dea3cd0e4279c275e86,請問新生在入學報到、未領學生證前，可以進入圖書館嗎？使用總圖B1自習室嗎？,18
5f714dea3cd0e4279c275e87,逾期歸還多媒體服務中心館藏的罰則為何？,0
5f714dea3cd0e4279c275e88,多媒體服務中心與文學院外語教學暨資源中心-e自學空間是否不同？兩者收藏的資料是否會重複？,1
5f714dea3cd0e4279c275e89,跨校漫遊: 他校師生如何在台大圖書館內使用wifi無線網路？,4
5f714dea3cd0e4279c275e8a,訪問學者可以借書、借用研究小間或討論室嗎？,0
5f714dea3cd0e4279c275e8b,推薦圖書系統上顯示已有他人推薦，且已在採購流程中的圖書，但為何館藏目錄無法查得相關資料？,15
5f714dea3cd0e4279c275e8c,如果在圖書館館藏目錄查到館藏為計畫用書或是教師指定參考書，是否可以推薦採購複本？,15
5f714dea3cd0e4279c275e8d,圖書館的The Economist《經濟學人》雜誌在哪裡？,1
5f714dea3cd0e4279c275e8e,圖書館有商業周刊、天下雜誌、遠見的電子版嗎？,5
5f714dea3cd0e4279c275e8f,請問過期雜誌放在哪裡？例如：天下雜誌、商業周刊、科學人雜誌,1
5f714dea3cd0e4279c275e90,Nature、Science的紙本期刊在哪裡？電子版如何連線？,1
5f714dea3cd0e4279c275e91,圖書館有TIME時代雜誌嗎？,5
5f714dea3cd0e4279c275e92,手機、平板電腦，如何設定VPN？,7
5f714dea3cd0e4279c275e93,紙本論文的「目錄」是否要加入口試委員審定書？,3
5f714dea3cd0e4279c275e94,論文的謝辭來不及寫，或不想放在電子檔中可以嗎？,3
5f714dea3cd0e4279c275e95,碩博士生畢業繳交的紙本論文冊數？,3
5f714dea3cd0e4279c275e96,如何選擇畢業論文的電子全文授權內容？,3
5f714dea3cd0e4279c275e97,電子論文的權利金聯絡資訊需要異動？,3
5f714dea3cd0e4279c275e98,如何變更畢業論文的電子全文授權內容或公開日期？,3
5f714dea3cd0e4279c275e99,已完成畢業離校手續或電子論文已通過審核，發現論文部分內容要修改？,3
5f714dea3cd0e4279c275e9a,用EndNote寫論文時，如何呈現中文參考文獻格式？ 中英文格式並存？,19
5f714dea3cd0e4279c275e9b,SCI 與 SCIE 一樣嗎？,13
5f714dea3cd0e4279c275e9c,我在電子論文系統已設定延後公開，為何紙本論文已上架？,3
5f714dea3cd0e4279c275e9d,如因申請專利、機密等依法事由，如何申請紙本論文延後公開？,3
5f714dea3cd0e4279c275e9e,論文授權書一定要繳正本嗎？,3
5f714dea3cd0e4279c275e9f,查詢期刊點數（Impact Factor）或期刊排名應使用那個資料庫？,6
5f714dea3cd0e4279c275ea0,如何借用總圖書館B1國際會議廳？,4
5f714dea3cd0e4279c275ea1,如何列印畢業論文授權書？,3
5f714dea3cd0e4279c275ea2,本校師生投稿 Open Access 公開取用期刊有優惠嗎？,17
5f714dea3cd0e4279c275ea3,可以先繳交畢業論文，之後再還書嗎？,3
5f714dea3cd0e4279c275ea4,圖書館繳交畢業論文及辦理離校手續的地點與時間？,3
5f714dea3cd0e4279c275ea5,碩博士生辦理圖書館的離校手續需要準備什麼？,3
5f714dea3cd0e4279c275ea6,圖書館審核論文格式需要多久時間？,20
5f714dea3cd0e4279c275ea7,論文摘要或參考文獻無法完整貼至電子論文系統？,3
5f714dea3cd0e4279c275ea8,畢業論文上傳檔案的格式是什麼？可上傳多個檔案嗎？,3
5f714dea3cd0e4279c275ea9,論文完成後先出國交換學生，明年才畢業離校，能否先繳交論文？,3
5f714dea3cd0e4279c275eaa,何時可以上傳畢業論文的電子檔案？,3
5f714dea3cd0e4279c275eab,我已繳交畢業論文的紙本到圖書館，但網站上還查不到我的論文，請問何時會上架並查得相關資訊？,5
5f714dea3cd0e4279c275eac,畢業論文的每一頁都要加入浮水印和DOI碼嗎？,3
5f714dea3cd0e4279c275ead,超過截止日還能繳交紙本論文和上傳電子論文嗎？,3
5f714dea3cd0e4279c275eae,投稿時如何判斷「掠奪型」期刊或出版社或研討會？,17
5f714dea3cd0e4279c275eaf,如何查詢某期刊每年發表的文章數量？,13
5f714dea3cd0e4279c275eb0,如何查詢台大教授所指導之學位論文？,5
5f714dea3cd0e4279c275eb1,化學物質特性與合成方法怎麼查？,6
5f714dea3cd0e4279c275eb2,什麼是Open Access (OA) 公開取用？,17
5f714dea3cd0e4279c275eb3,請勿大量下載資料庫,6
5f714dea3cd0e4279c275eb4,請問教師著作的典藏系統是什麼？,21
5f714dea3cd0e4279c275eb5,"如何從 NTU Scholars 匯出著作清單 (csv, Excel, Endnote等格式)？",21
5f714dea3cd0e4279c275eb6,為什麼圖書館系統的連線速度緩慢？,5
5f714dea3cd0e4279c275eb7,以前館藏目錄有掃描 QR code 速記索書號及書名的功能，現在新系統SLIM有嗎？,5
5f714dea3cd0e4279c275eb8,為什麼圖書館要換系統？,5
5f714dea3cd0e4279c275eb9,SLIM雲端圖書館自動化系統：異體字查不到？,5
5f714dea3cd0e4279c275eba,為什麼無法連上SLIM雲端圖書館自動化系統？,5
5f714dea3cd0e4279c275ebb,已經登入SLIM雲端圖書館自動化系統了，為什麼不能下載電子全文？,5
5f714dea3cd0e4279c275ebc,SLIM系統上有些資料的索書號前有特殊符號，其代表之意義為何？,5
5f714dea3cd0e4279c275ebd,SLIM雲端圖書館自動化系統：常用功能介紹,5
5f714dea3cd0e4279c275ebe,外系或校外人士可進入圖資系圖嗎？兒童讀物可外借嗎？,0
5f714dea3cd0e4279c275ebf,圖資系圖書室的兒童讀物區，可以帶小朋友進館嗎？,18
5f714dea3cd0e4279c275ec0,討論室有投影機或其他資訊設備嗎？,4
5f714dea3cd0e4279c275ec1,請問臺大圖書館使用的圖書分類法(索書號)為何？,5
5f714dea3cd0e4279c275ec2,可以推薦Kindle電子書請圖書館採購嗎？,15
5f714dea3cd0e4279c275ec3,如何申請辦理校友證？,10
5f714dea3cd0e4279c275ec4,持「校友證」有何優惠？,0
5f714dea3cd0e4279c275ec5,校友可以借書嗎？如何辦理？,0
5f714dea3cd0e4279c275ec6,請問「校友閱覽證」一定要轉成「校友證」，才可以繼續使用圖書館嗎？,18
5f714dea3cd0e4279c275ec7,借書規則說明大學部的借期是60日，但我發現借書的到期日不一定是60天，為什麼？,0
5f714dea3cd0e4279c275ec8,請問童書、繪本在哪裡？如何查詢？,1
5f714dea3cd0e4279c275ec9,借書之冊數及期限為何？,0
5f714dea3cd0e4279c275eca,請問報紙在那裡？,1
5f714dea3cd0e4279c275ecb,圖書館有訂 Harvard Business Review 哈佛商業評論 (HBR)嗎？,1
5f714dea3cd0e4279c275ecc,如果該書已逾期，是否可以再續借？,0
5f714dea3cd0e4279c275ecd,校外連線VPN出現「未能設定虛擬配接卡 錯誤:1205」，如何處理？,7
5f714dea3cd0e4279c275ece,總圖的密集書庫在哪裡？,1
5f714dea3cd0e4279c275ecf,如何得知滯還金累計之金額？如何得知是否有積欠未繳之滯還金？,0
5f714dea3cd0e4279c275ed0,該如何繳交逾期滯還金？,0
5f714dea3cd0e4279c275ed1,因為沒有收到圖書館的通知才逾期歸還，應該不用課滯還金吧？,0
5f714dea3cd0e4279c275ed2,為什麼我預約的書被別人借走了？,0
5f714dea3cd0e4279c275ed3,已經VPN校外連線了，為何還是無法下載資料庫的全文呢？──調整登入順序,7
5f714dea3cd0e4279c275ed4,期刊可以外借嗎？,0
5f714dea3cd0e4279c275ed5,投入還書箱之書如何認定其還書日？,0
5f714dea3cd0e4279c275ed6,圖書館實施讀者借書逾期課滯還金的規定，那讀者會有被罰停借的情形嗎？,0
5f714dea3cd0e4279c275ed7,各分館及系圖是否均開放校內讀者使用及借書？在甲館借的書可否歸還到乙館？,0
5f714dea3cd0e4279c275ed8,逾期滯還金如何計算？,0
5f714dea3cd0e4279c275ed9,預約書到館多久沒去借，會被取消該預約書的借書權利？,0
5f714dea3cd0e4279c275eda,圖書館有可以讓同學們討論報告的地方嗎？,4
5f714dea3cd0e4279c275edb,如何訂閱圖書館的電子報(電子新聞)？,9
5f714dea3cd0e4279c275edc,哪些身分可用 VPN？休（退）學、畢業、校友、校外人士是否可用？,7
5f714dea3cd0e4279c275edd,校友可以使用圖書館資料庫嗎？,6
5f714dea3cd0e4279c275ede,畢業後還可以用 EndNote書目管理軟體嗎？,10
5f714dea3cd0e4279c275edf,校友可借出總圖書館多媒體服務中心的影片嗎？,0
5f714dea3cd0e4279c275ee0,繳交年費享有借書權利的校友，可以透過三校聯盟到台師大、台科大的圖書館借書嗎？,0
5f714dea3cd0e4279c275ee1,圖書館有收錄台大早期的學士畢業論文嗎？,1
5f714dea3cd0e4279c275ee2,如何借用討論室？,4
5f714dea3cd0e4279c275ee3,如何得知圖書館多媒體中心的熱門影片、新進影音？,1
5f714dea3cd0e4279c275ee4,校內期刊代印取件方式為何？,0
5f714dea3cd0e4279c275ee5,如何得知校內圖書代借的申請件是否已到取書館？,11
5f714dea3cd0e4279c275ee6,接獲校內圖書代借申請件到館通知後，有無取書期限？,0
5f714dea3cd0e4279c275ee7,校內圖書代借服務程序為何？,0
5f714dea3cd0e4279c275ee8,校內期刊代印服務申請資格？,0
5f714dea3cd0e4279c275ee9,校內期刊代印服務程序為何？,0
5f714dea3cd0e4279c275eea,期刊代印服務範圍為何？,0
5f714dea3cd0e4279c275eeb,如何查詢校內圖書代借服務、期刊代印服務的基金餘額及交易歷史？,0
5f714dea3cd0e4279c275eec,校內期刊代印服務之收費方式？,0
5f714dea3cd0e4279c275eed,如果在圖書代借服務中已有帳戶基金，那使用期刊代印服務時是否需再存帳戶基金？,0
5f714dea3cd0e4279c275eee,請問三校聯盟後，我是台科大/台師大的學生，可以下載台大的電子期刊、瀏覽台大的電子書嗎？,6
5f714dea3cd0e4279c275eef,沒有計中帳號的臺大醫院人員，如何申請館際合作的JADE期刊文獻快遞服務？,8
5f714dea3cd0e4279c275ef0,除總圖書館外，還有其他圖書分館或圖書室嗎？,18
5f714dea3cd0e4279c275ef1,查詢期刊引用文獻的情形應使用那些資料庫？,6
5f714dea3cd0e4279c275ef2,VPN一直停在「正在保護連線安全」狀態，如何解決？,7
5f714dea3cd0e4279c275ef3,我想借的書，台大圖書館沒有收藏，怎麼辦？可以幫我去其他學校圖書館借嗎？,8
5f714dea3cd0e4279c275ef4,什麼是 Highly Cited Papers 和 Hot Papers？如何查詢？,13
5f714dea3cd0e4279c275ef5,開放時間,18
5f714dea3cd0e4279c275ef6,我有一本全新但不需使用的教科書，看到圖書館網頁顯示多人預約，我可以賣給圖書館嗎？如果不能賣給圖書館，圖書館有PO書買賣的地方嗎？,9
5f714dea3cd0e4279c275ef7,臺灣日日新報有三個資料庫平台，有什麼差別呢？,6
5f714dea3cd0e4279c275ef8,為什麼[臺灣新聞智慧網]資料庫的全報瀏覽功能無法使用？,6
5f714dea3cd0e4279c275ef9,用IE開資料庫是亂碼、沒有回應怎麼辦？,6
5f714dea3cd0e4279c275efa,自習室開放時間及使用須知,4
5f714dea3cd0e4279c275efb,Mac電腦設定校外連線VPN失敗，一直處於'正在等待連線'的狀態？,7
5f714dea3cd0e4279c275efc,我要的那篇期刊文章，台大沒有訂購，或剛好台大沒有那個年份卷期，或全文延遲12個月，怎麼辦？,1
5f714dea3cd0e4279c275efd,如何申請使用日治法院檔案資料庫？,6
5f714dea3cd0e4279c275efe,如何下載、列印Ebrary、ProQuest Ebook Central、EBL平台的電子書？,12
5f714dea3cd0e4279c275eff,推薦資料為何需要轉介給系所評估？,15
5f714dea3cd0e4279c275f00,推薦結果為「系所決定採購」之圖書，會放到哪裡？要如何借閱？,15
5f714dea3cd0e4279c275f01,勾選預約之推薦資料，收到系統回覆採購入藏後卻發現沒幫我預約？,15
5f714dea3cd0e4279c275f02,推薦的圖書都可提供優先預約服務嗎？,15
5f714dea3cd0e4279c275f03,SCIE 和 SSCI 的期刊，就一定收錄在 JCR 中嗎？,13
5f714dea3cd0e4279c275f04,JCR 和常聽到的 SCI、SSCI 是否有關？,13
5f714dea3cd0e4279c275f05,為什麼我在校外不能從資料庫下載全文？不能看電子書？,7
5f714dea3cd0e4279c275f06,fulltext delay 全文延遲是什麼意思?,6
5f714dea3cd0e4279c275f07,公務用書是什麼？可以借出嗎？,1
5f714dea3cd0e4279c275f08,請問超星數字圖書館(Chinamaxx)的電子書如何下載？,12
5f714dea3cd0e4279c275f09,非 JCR 收錄的期刊，還可查到 Impact Factor 嗎？,13
5f714dea3cd0e4279c275f0a,哪裡可以看圖書館最近買的新書？,1
5f714dea3cd0e4279c275f0b,我有一些私人藏書，想贈送給圖書館，該怎麼辦？,9
5f714dea3cd0e4279c275f0c,尚未註冊的準研究生如何使用圖書館？,0
5f714dea3cd0e4279c275f0d,透過臺灣期刊論文索引系統查詢到的資料如何取得全文？,6
5f714dea3cd0e4279c275f0e,在CNKI中國知網的中國期刊全文數據庫點選「原文下載」後為何不能看到全文？,6
5f714dea3cd0e4279c275f0f,交通位置,18
5f714dea3cd0e4279c275f10,什麼是Impact Factor？如何查詢？,13
5f714dea3cd0e4279c275f11,使用Chrome和Firefox瀏覽器，RSS無法正常閱讀？,9
5f714dea3cd0e4279c275f12,外校人士可以持「館際合作借書證」使用自習室嗎？,18
5f714dea3cd0e4279c275f13,誰可以使用總圖書館自習室？,18
5f714dea3cd0e4279c275f14,如何設定校外連線 VPN？,7
5f714dea3cd0e4279c275f15,臺灣大學有無訂立願景與使命？,9
5f714dea3cd0e4279c275f16,老師要修課同學閱讀的書籍或影片，如何設定為課程指定教材(課程指參)呢？,1
5f714dea3cd0e4279c275f17,圖書館有畢業紀念冊嗎？,1
5f714dea3cd0e4279c275f18,Word沒有出現EndNote工具列(CWYW)，該怎麼辦？,19
5f714dea3cd0e4279c275f19,Journal Citation Reports (JCR) 資料庫新介面的5 Year Impact Factor 在哪裡？,6
5f714dea3cd0e4279c275f1a,Web of Science資料庫看不到檢索結果？,6
5f714dea3cd0e4279c275f1b,非本校的外籍人士如何申請入館？,18
5f714dea3cd0e4279c275f1c,台大訂購的是什麼書目管理軟體？,19
5f714dea3cd0e4279c275f1d,哪裡可以下載EndNote？,19
5f714dea3cd0e4279c275f1e,校外人士進入總圖書館，有哪些規定？,18
5f714dea3cd0e4279c275f1f,請問高中生可以憑學生證換證進入台大圖書館嗎？,18
5f714dea3cd0e4279c275f20,請問高中生可以申請圖書館導覽嗎？,18
